pmid,current_affiliation
12591041,FALSE
15509297,FALSE
15735484,FALSE
16139428,FALSE
16384645,FALSE
17556096,FALSE
18313646,FALSE
19752253,FALSE
20061959,FALSE
20087334,FALSE
20467248,FALSE
21442553,FALSE
21529111,FALSE
21716833,FALSE
22540150,FALSE
23394606,FALSE
23492839,FALSE
23621184,FALSE
23684149,FALSE
24078513,FALSE
24146307,FALSE
24694835,FALSE
24812569,FALSE
24827048,FALSE
24932197,FALSE
25034845,FALSE
25067824,FALSE
25194077,FALSE
25352975,FALSE
25605146,FALSE
25805491,FALSE
25841940,FALSE
25966902,FALSE
26143628,TRUE
26165739,TRUE
26355434,TRUE
26412259,FALSE
26418534,FALSE
26906315,FALSE
27392492,FALSE
27446871,TRUE
27631326,FALSE
27853123,FALSE
28164846,TRUE
28334027,FALSE
28386958,TRUE
28428723,TRUE
28645544,TRUE
28783582,FALSE
28795369,FALSE
29543326,FALSE
29656793,FALSE
29755565,FALSE
29780594,TRUE
30500508,FALSE
30633032,TRUE
31004599,TRUE
31121627,TRUE
31169531,TRUE
31294372,TRUE
31294402,TRUE
31309076,FALSE
31435179,TRUE
31895719,TRUE
32436866,TRUE
32592933,FALSE
32626563,TRUE
32635674,FALSE
32671322,TRUE
33666183,TRUE
33788554,FALSE
34056530,TRUE
34105565,FALSE
35075469,FALSE
35178358,FALSE
35290401,FALSE
35319557,FALSE
35368320,TRUE
35588470,FALSE
35760843,FALSE
35960726,FALSE
36533671,FALSE
37180462,TRUE
37223284,TRUE
37461898,TRUE
37545760,FALSE
37547158,TRUE
37547494,TRUE
37773777,TRUE
37990939,FALSE
38247174,FALSE
39072539,FALSE
39431656,FALSE
39567137,FALSE
39878539,FALSE
40259961,FALSE
40408614,FALSE
40677535,TRUE
40689821,TRUE
